"Data Source","World Development Indicators",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014",
"Sierra Leone","SLE","Land area (sq. km)","AG.LND.TOTL.K2","","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","71620","71620","71620","71620","71620","71620","71620","71620","71620","71620","72180","72180","72180",
"El Salvador","SLV","Land area (sq. km)","AG.LND.TOTL.K2","","20850","20850","20850","20850","20850","20850","20850","20850","20850","20850","20850","20850","20850","20850","20850","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720",
"San Marino","SMR","Land area (sq. km)","AG.LND.TOTL.K2","","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60",
"Somalia","SOM","Land area (sq. km)","AG.LND.TOTL.K2","","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340",
"Serbia","SRB","Land area (sq. km)","AG.LND.TOTL.K2","","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460",
"Sub-Saharan Africa (developing only)","SSA","Land area (sq. km)","AG.LND.TOTL.K2","","23691141","23691141","23691141","23691141","23691141","23691141","23691141","23691141","23691141","23691141","23691141","23691141","23691141","23690741","23690341","23690341","23690341","23690341","23690341","23690341","23690341","23690341","23690341","23690341","23690341","23690341","23690341","23690341","23690341","23690341","23690341","23690341","23589341","23589341","23589341","23589341","23589341","23589341","23589341","23589341","23589341","23588781","23588781","23588781","23588781","23588781","23588781","23588781","23588781","23588781","23588781","23589596","23589596","23589596",
"South Sudan","SSD","Land area (sq. km)","AG.LND.TOTL.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa (all income levels)","SSF","Land area (sq. km)","AG.LND.TOTL.K2","","23719191","23719191","23719191","23719191","23719191","23719191","23719191","23719191","23719191","23719191","23719191","23719191","23719191","23718791","23718391","23718391","23718391","23718391","23718391","23718391","23718391","23718391","23718391","23718391","23718391","23718391","23718391","23718391","23718391","23718391","23718391","23718391","23617391","23617391","23617391","23617391","23617391","23617391","23617391","23617391","23617391","23616831","23616831","23616831","23616831","23616831","23616831","23616831","23616831","23616831","23616831","23617646","23617646","23617646",
"Small states","SST","Land area (sq. km)","AG.LND.TOTL.K2","","2337044","2337044","2337044","2337044","2337044","2337044","2337044","2337044","2337044","2337044","2337044","2337044","2337044","2337044","2337184","2337184","2337184","2337184","2337184","2337094","2337094","2337094","2337094","2337094","2337094","2337094","2337094","2337094","2337094","2337094","2338434","2338434","2338434","2331511","2331511","2331511","2331511","2331511","2331511","2331511","2331511","2331788","2331788","2330105","2330105","2330105","2330105","2330105","2330105","2330105","2330105","2329828","2329828","2329828",
"Sao Tome and Principe","STP","Land area (sq. km)","AG.LND.TOTL.K2","","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960",
"Suriname","SUR","Land area (sq. km)","AG.LND.TOTL.K2","","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000",
"Slovak Republic","SVK","Land area (sq. km)","AG.LND.TOTL.K2","","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48110","48100","48100","48100","48100","48100","48090","48091","48088","48088","48088","48088",
"Slovenia","SVN","Land area (sq. km)","AG.LND.TOTL.K2","","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140",
"Sweden","SWE","Land area (sq. km)","AG.LND.TOTL.K2","","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","407340","407340","407340",
"Swaziland","SWZ","Land area (sq. km)","AG.LND.TOTL.K2","","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200",
"Sint Maarten (Dutch part)","SXM","Land area (sq. km)","AG.LND.TOTL.K2","","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34",
"Seychelles","SYC","Land area (sq. km)","AG.LND.TOTL.K2","","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460",
"Syrian Arab Republic","SYR","Land area (sq. km)","AG.LND.TOTL.K2","","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183590","183570","183570","183630","183640","183640","183640","183630","183630","183630","183630","183630",
"Turks and Caicos Islands","TCA","Land area (sq. km)","AG.LND.TOTL.K2","","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950",
"Chad","TCD","Land area (sq. km)","AG.LND.TOTL.K2","","1260000","1260000","1260000","1260000","1260000","1260000","1260000","1260000","1260000","1260000","1260000","1260000","1260000","1259600","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200",
"Togo","TGO","Land area (sq. km)","AG.LND.TOTL.K2","","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390",
"Thailand","THA","Land area (sq. km)","AG.LND.TOTL.K2","","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890",
"Tajikistan","TJK","Land area (sq. km)","AG.LND.TOTL.K2","","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960",
"Turkmenistan","TKM","Land area (sq. km)","AG.LND.TOTL.K2","","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930",
"Timor-Leste","TLS","Land area (sq. km)","AG.LND.TOTL.K2","","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870",
"Tonga","TON","Land area (sq. km)","AG.LND.TOTL.K2","","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720",
"Trinidad and Tobago","TTO","Land area (sq. km)","AG.LND.TOTL.K2","","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130",
"Tunisia","TUN","Land area (sq. km)","AG.LND.TOTL.K2","","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360",
"Turkey","TUR","Land area (sq. km)","AG.LND.TOTL.K2","","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630",
"Tuvalu","TUV","Land area (sq. km)","AG.LND.TOTL.K2","","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30",
"Tanzania","TZA","Land area (sq. km)","AG.LND.TOTL.K2","","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800",
"Uganda","UGA","Land area (sq. km)","AG.LND.TOTL.K2","","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810",
"Ukraine","UKR","Land area (sq. km)","AG.LND.TOTL.K2","","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579340","579340","579340","579380","579360","579330","579320","579320","579320","579320","579320","579320","579320",
"Upper middle income","UMC","Land area (sq. km)","AG.LND.TOTL.K2","","42739290","42739270","42739280","42739280","42739270","42739260","42739250","42739240","42739240","42739230","42739220","42739220","42739220","42739220","42739220","42739200","42739210","42739220","42739170","42739160","42739150","42739140","42739130","42739130","42739130","42739130","42739130","42739120","42738130","42738130","42738880","42738887","42738877","42738927","42738897","42738917","42738867","42710322","42709945","42709765","42709758.2","42747635","42747729","42747780","42747668","42747695.6","42747388.2","42747396.2","42745821.5","42745925.7","42746047.9","42705349","42705349","42705349",
"Uruguay","URY","Land area (sq. km)","AG.LND.TOTL.K2","","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020",
"United States","USA","Land area (sq. km)","AG.LND.TOTL.K2","","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9161920","9161920","9161920","9161920","9161920","9161920","9161920","9161920","9147420","9147420","9147420","9147420","9147420","9147420","9147420",
"Uzbekistan","UZB","Land area (sq. km)","AG.LND.TOTL.K2","","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400",
"St. Vincent and the Grenadines","VCT","Land area (sq. km)","AG.LND.TOTL.K2","","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390",
"Venezuela, RB","VEN","Land area (sq. km)","AG.LND.TOTL.K2","","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050",
"Virgin Islands (U.S.)","VIR","Land area (sq. km)","AG.LND.TOTL.K2","","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350",
"Vietnam","VNM","Land area (sq. km)","AG.LND.TOTL.K2","","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","311060","311090","310550","310070","310070","310070","310070","310070","310070","310070","310070","310070","310070","310070","310070",
"Vanuatu","VUT","Land area (sq. km)","AG.LND.TOTL.K2","","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190",
"West Bank and Gaza","PSE","Land area (sq. km)","AG.LND.TOTL.K2","","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020",
"World","WLD","Land area (sq. km)","AG.LND.TOTL.K2","","129821969.4","129821949.4","129821959.4","129821959.4","129821949.4","129821939.4","129821929.4","129821919.4","129821919.4","129821909.4","129821899.4","129821799.4","129821729.4","129821259.4","129820749.4","129820539.4","129820409.4","129820409.4","129820379.4","129820109.4","129820189.4","129819969.4","129819929.4","129818440.4","129818340.4","129818440.4","129818350.4","129818340.4","129817350.4","129817350.4","129819260.4","129819323.4","129714613.4","129702870.4","129699930.4","129699489.4","129768828.4","129742822.4","129749604.4","129763513.4","129762391.6","129736287.4","129735883.4","129732423.4","129734391.4","129728254","129728067.6","129713225.6","129711573.9","129710379.1","129710427.3","129733917.3","129733917.3","129733917.3",
"Samoa","WSM","Land area (sq. km)","AG.LND.TOTL.K2","","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830",
"Yemen, Rep.","YEM","Land area (sq. km)","AG.LND.TOTL.K2","","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970",
"South Africa","ZAF","Land area (sq. km)","AG.LND.TOTL.K2","","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090",
"Congo, Dem. Rep.","COD","Land area (sq. km)","AG.LND.TOTL.K2","","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050",
"Zambia","ZMB","Land area (sq. km)","AG.LND.TOTL.K2","","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390",
"Zimbabwe","ZWE","Land area (sq. km)","AG.LND.TOTL.K2","","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850",
